0,0,0,0,214.87,160.63,0.0000
0,0,0,214.87,160.63,0,0.0000
0,0,214.87,160.63,0,0,0.0000
0,214.87,160.63,0,0,0,0.0000
214.87,160.63,0,0,0,0,0.0000
160.63,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,187.3,0.0000
0,0,0,0,187.3,0,0.0000
0,0,0,187.3,0,0,0.0000
0,0,187.3,0,0,0,0.0000
0,187.3,0,0,0,160.38,0.0000
187.3,0,0,0,160.38,0,0.0000
0,0,0,160.38,0,134.56,0.0000
0,0,160.38,0,134.56,0,0.0000
0,160.38,0,134.56,0,0,0.0000
160.38,0,134.56,0,0,180.11,0.0000
0,134.56,0,0,180.11,151.39,0.0000
134.56,0,0,180.11,151.39,129.1,0.0000
0,0,180.11,151.39,129.1,0,0.0000
0,180.11,151.39,129.1,0,200.87,0.0000
180.11,151.39,129.1,0,200.87,164.52,0.0000
151.39,129.1,0,200.87,164.52,0,0.0000
129.1,0,200.87,164.52,0,200.92,0.0000
0,200.87,164.52,0,200.92,203.88,0.0000
200.87,164.52,0,200.92,203.88,301.28,0.0000
164.52,0,200.92,203.88,301.28,42.95,0.0000
0,200.92,203.88,301.28,42.95,195.16,0.0000
200.92,203.88,301.28,42.95,195.16,182.46,0.0000
203.88,301.28,42.95,195.16,182.46,0,0.0000
301.28,42.95,195.16,182.46,0,195.28,0.0000
42.95,195.16,182.46,0,195.28,161.59,0.0000
195.16,182.46,0,195.28,161.59,121.32,0.0000
182.46,0,195.28,161.59,121.32,172.16,0.0000
0,195.28,161.59,121.32,172.16,117.03,0.0000
195.28,161.59,121.32,172.16,117.03,0,0.0000
161.59,121.32,172.16,117.03,0,156.08,0.0000
121.32,172.16,117.03,0,156.08,0,0.0000
172.16,117.03,0,156.08,0,144.53,0.0000
117.03,0,156.08,0,144.53,257.2,0.0000
0,156.08,0,144.53,257.2,0,0.0000
156.08,0,144.53,257.2,0,144.7,0.0000
0,144.53,257.2,0,144.7,176.54,0.0000
144.53,257.2,0,144.7,176.54,150.56,0.0000
257.2,0,144.7,176.54,150.56,173.78,0.0000
0,144.7,176.54,150.56,173.78,192.5,0.0000
144.7,176.54,150.56,173.78,192.5,141.04,0.0000
176.54,150.56,173.78,192.5,141.04,202.21,0.0000
150.56,173.78,192.5,141.04,202.21,360.56,0.0000
173.78,192.5,141.04,202.21,360.56,168.36,0.0000
192.5,141.04,202.21,360.56,168.36,227.46,0.0000
141.04,202.21,360.56,168.36,227.46,0,0.0000
202.21,360.56,168.36,227.46,0,0,0.0000
360.56,168.36,227.46,0,0,164.91,0.0000
168.36,227.46,0,0,164.91,0,0.0000
227.46,0,0,164.91,0,0,0.0000
0,0,164.91,0,0,0,0.0000
0,164.91,0,0,0,0,0.0000
164.91,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,283.51,0.0000
0,0,0,0,283.51,0,0.0000
0,0,0,283.51,0,0,0.0000
0,0,283.51,0,0,0,0.0000
0,283.51,0,0,0,0,0.0000
283.51,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,135.02,0.0000
0,0,0,0,135.02,0,0.0000
0,0,0,135.02,0,0,0.0000
0,0,135.02,0,0,0,0.0000
0,135.02,0,0,0,0,0.0000
135.02,0,0,0,0,185.46,0.0000
0,0,0,0,185.46,0,0.0000
0,0,0,185.46,0,0,0.0000
0,0,185.46,0,0,0,0.0000
0,185.46,0,0,0,0,0.0000
185.46,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,0,0.0000
0,0,0,0,0,280.71,0.0000
0,0,0,0,280.71,0,0.0000
0,0,0,280.71,0,130.56,0.0000
0,0,280.71,0,130.56,237.4,0.0000
0,280.71,0,130.56,237.4,305.51,0.0000
280.71,0,130.56,237.4,305.51,152.86,0.0000
0,130.56,237.4,305.51,152.86,276.13,0.0000
130.56,237.4,305.51,152.86,276.13,199.87,0.0000
237.4,305.51,152.86,276.13,199.87,171.96,0.0000
305.51,152.86,276.13,199.87,171.96,228.74,0.0000
152.86,276.13,199.87,171.96,228.74,0,0.0000
276.13,199.87,171.96,228.74,0,168.86,0.0000
199.87,171.96,228.74,0,168.86,122.63,0.0000
171.96,228.74,0,168.86,122.63,117.66,0.0000
228.74,0,168.86,122.63,117.66,0,0.0000
0,168.86,122.63,117.66,0,187.53,0.0000
168.86,122.63,117.66,0,187.53,161.44,0.0000
122.63,117.66,0,187.53,161.44,158.82,0.0000
117.66,0,187.53,161.44,158.82,0,0.0000
0,187.53,161.44,158.82,0,147.59,0.0000
187.53,161.44,158.82,0,147.59,154.89,0.0000
161.44,158.82,0,147.59,154.89,0,0.0000
158.82,0,147.59,154.89,0,105.8,0.0000
0,147.59,154.89,0,105.8,211.53,0.0000
147.59,154.89,0,105.8,211.53,179.21,0.0000
154.89,0,105.8,211.53,179.21,166.11,0.0000
0,105.8,211.53,179.21,166.11,215.74,0.0000
105.8,211.53,179.21,166.11,215.74,105.2,0.0000
211.53,179.21,166.11,215.74,105.2,215.61,0.0000
