70.85,148.79,0,0,0,93.72,0.0000
148.79,0,0,0,93.72,67.81,0.0000
0,0,0,93.72,67.81,0,0.0000
0,0,93.72,67.81,0,167.55,0.0000
0,93.72,67.81,0,167.55,0,0.0000
93.72,67.81,0,167.55,0,0,0.0000
67.81,0,167.55,0,0,98.49,0.0000
0,167.55,0,0,98.49,96.67,0.0000
167.55,0,0,98.49,96.67,53.15,0.0000
0,0,98.49,96.67,53.15,55.25,0.0000
0,98.49,96.67,53.15,55.25,209.66,0.0000
98.49,96.67,53.15,55.25,209.66,0,0.0000
96.67,53.15,55.25,209.66,0,0,0.0000
53.15,55.25,209.66,0,0,145.94,0.0000
55.25,209.66,0,0,145.94,127.35,0.0000
209.66,0,0,145.94,127.35,97.2,0.0000
0,0,145.94,127.35,97.2,118.43,0.0000
0,145.94,127.35,97.2,118.43,82.63,0.0000
145.94,127.35,97.2,118.43,82.63,110.5,0.0000
127.35,97.2,118.43,82.63,110.5,125.76,0.0000
97.2,118.43,82.63,110.5,125.76,141.33,0.0000
118.43,82.63,110.5,125.76,141.33,176.08,0.0000
82.63,110.5,125.76,141.33,176.08,165.29,0.0000
110.5,125.76,141.33,176.08,165.29,127.38,0.0000
125.76,141.33,176.08,165.29,127.38,117.83,0.0000
141.33,176.08,165.29,127.38,117.83,98.92,0.0000
176.08,165.29,127.38,117.83,98.92,113.0,0.0000
165.29,127.38,117.83,98.92,113.0,98.15,0.0000
127.38,117.83,98.92,113.0,98.15,95.98,0.0000
117.83,98.92,113.0,98.15,95.98,84.36,0.0000
98.92,113.0,98.15,95.98,84.36,96.54,0.0000
113.0,98.15,95.98,84.36,96.54,144.87,0.0000
98.15,95.98,84.36,96.54,144.87,136.36,0.0000
95.98,84.36,96.54,144.87,136.36,129.5,0.0000
84.36,96.54,144.87,136.36,129.5,116.47,0.0000
96.54,144.87,136.36,129.5,116.47,119.37,0.0000
144.87,136.36,129.5,116.47,119.37,176.65,0.0000
136.36,129.5,116.47,119.37,176.65,159.46,0.0000
129.5,116.47,119.37,176.65,159.46,129.48,0.0000
116.47,119.37,176.65,159.46,129.48,120.24,0.0000
119.37,176.65,159.46,129.48,120.24,115.29,0.0000
176.65,159.46,129.48,120.24,115.29,129.47,0.0000
159.46,129.48,120.24,115.29,129.47,120.76,0.0000
129.48,120.24,115.29,129.47,120.76,116.07,0.0000
120.24,115.29,129.47,120.76,116.07,152.5,0.0000
115.29,129.47,120.76,116.07,152.5,101.66,0.0000
129.47,120.76,116.07,152.5,101.66,139.36,0.0000
120.76,116.07,152.5,101.66,139.36,103.66,0.0000
116.07,152.5,101.66,139.36,103.66,109.3,0.0000
152.5,101.66,139.36,103.66,109.3,108.3,0.0000
101.66,139.36,103.66,109.3,108.3,91.94,0.0000
139.36,103.66,109.3,108.3,91.94,106.92,0.0000
103.66,109.3,108.3,91.94,106.92,0,0.0000
109.3,108.3,91.94,106.92,0,115.99,0.0000
108.3,91.94,106.92,0,115.99,209.49,0.0000
91.94,106.92,0,115.99,209.49,112.25,0.0000
106.92,0,115.99,209.49,112.25,0,0.0000
0,115.99,209.49,112.25,0,96.82,0.0000
115.99,209.49,112.25,0,96.82,0,0.0000
209.49,112.25,0,96.82,0,133.02,0.0000
112.25,0,96.82,0,133.02,96.96,0.0000
0,96.82,0,133.02,96.96,149.31,0.0000
96.82,0,133.02,96.96,149.31,100.55,0.0000
0,133.02,96.96,149.31,100.55,0,0.0000
133.02,96.96,149.31,100.55,0,97.07,0.0000
96.96,149.31,100.55,0,97.07,0,0.0000
149.31,100.55,0,97.07,0,121.11,0.0000
100.55,0,97.07,0,121.11,0,0.0000
0,97.07,0,121.11,0,0,0.0000
97.07,0,121.11,0,0,0,0.0000
0,121.11,0,0,0,93.18,0.0000
121.11,0,0,0,93.18,0,0.0000
0,0,0,93.18,0,33.25,0.0000
0,0,93.18,0,33.25,0,0.0000
0,93.18,0,33.25,0,127.48,0.0000
93.18,0,33.25,0,127.48,157.13,0.0000
0,33.25,0,127.48,157.13,125.75,0.0000
33.25,0,127.48,157.13,125.75,104.71,0.0000
0,127.48,157.13,125.75,104.71,148.14,0.0000
127.48,157.13,125.75,104.71,148.14,113.72,0.0000
157.13,125.75,104.71,148.14,113.72,129.63,0.0000
125.75,104.71,148.14,113.72,129.63,59.88,0.0000
104.71,148.14,113.72,129.63,59.88,0,0.0000
148.14,113.72,129.63,59.88,0,0,0.0000
113.72,129.63,59.88,0,0,0,0.0000
129.63,59.88,0,0,0,112.36,0.0000
59.88,0,0,0,112.36,386.44,0.0000
0,0,0,112.36,386.44,130.59,0.0000
0,0,112.36,386.44,130.59,122.35,0.0000
0,112.36,386.44,130.59,122.35,133.2,0.0000
112.36,386.44,130.59,122.35,133.2,137.98,0.0000
386.44,130.59,122.35,133.2,137.98,182.66,0.0000
130.59,122.35,133.2,137.98,182.66,127.68,0.0000
122.35,133.2,137.98,182.66,127.68,134.42,0.0000
133.2,137.98,182.66,127.68,134.42,114.74,0.0000
137.98,182.66,127.68,134.42,114.74,142.06,0.0000
182.66,127.68,134.42,114.74,142.06,170.11,0.0000
127.68,134.42,114.74,142.06,170.11,0,0.0000
134.42,114.74,142.06,170.11,0,146.52,0.0000
114.74,142.06,170.11,0,146.52,119.25,0.0000
142.06,170.11,0,146.52,119.25,126.27,0.0000
170.11,0,146.52,119.25,126.27,157.7,0.0000
0,146.52,119.25,126.27,157.7,80.52,0.0000
146.52,119.25,126.27,157.7,80.52,111.79,0.0000
119.25,126.27,157.7,80.52,111.79,47.27,0.0000
126.27,157.7,80.52,111.79,47.27,82.82,0.0000
157.7,80.52,111.79,47.27,82.82,117.0,0.0000
80.52,111.79,47.27,82.82,117.0,65.45,0.0000
111.79,47.27,82.82,117.0,65.45,127.1,0.0000
47.27,82.82,117.0,65.45,127.1,95.36,0.0000
82.82,117.0,65.45,127.1,95.36,0,0.0000
117.0,65.45,127.1,95.36,0,128.78,0.0000
65.45,127.1,95.36,0,128.78,54.23,0.0000
127.1,95.36,0,128.78,54.23,134.65,0.0000
95.36,0,128.78,54.23,134.65,174.75,0.0000
0,128.78,54.23,134.65,174.75,130.69,0.0000
128.78,54.23,134.65,174.75,130.69,98.28,0.0000
54.23,134.65,174.75,130.69,98.28,98.73,0.0000
134.65,174.75,130.69,98.28,98.73,114.94,0.0000
174.75,130.69,98.28,98.73,114.94,131.36,0.0000
130.69,98.28,98.73,114.94,131.36,134.24,0.0000
